data size; Heap time [ns];
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1000;1451
1000;1151
1000;2045
1000;1567
1000;1179
1000;1149
1000;1166
1000;1148
1000;1256
1000;1335
2000;2989
2000;2509
2000;2627
2000;2523
2000;2649
2000;2499
2000;2556
2000;2687
2000;2872
2000;2801
3000;4132
3000;4827
3000;4289
3000;4272
3000;5917
3000;4050
3000;4982
3000;5295
3000;4184
3000;4383
4000;7048
4000;5833
4000;5773
4000;5694
4000;6098
4000;5369
4000;5864
4000;6804
4000;7362
4000;5393
5000;6979
5000;7189
5000;7116
5000;7294
5000;7420
5000;8606
5000;9570
5000;7330
5000;6970
5000;7448
6000;9901
6000;13161
6000;13713
6000;13206
6000;13199
6000;9965
6000;10068
6000;12012
6000;11758
6000;12287
7000;12793
7000;11987
7000;18528
7000;17825
7000;15296
7000;13820
7000;16415
7000;10982
7000;15232
7000;16842
8000;19216
8000;18899
8000;18608
8000;13233
8000;12426
8000;12017
8000;13322
8000;12743
8000;12723
8000;12608
9000;18043
9000;25262
9000;14626
9000;17639
9000;16326
9000;17242
9000;18271
9000;22408
9000;23760
9000;18902
10000;16687
10000;23368
10000;23917
10000;16747
10000;16444
10000;18192
10000;16382
10000;15674
10000;15779
10000;15771
11000;16590
11000;16666
11000;18585
11000;17941
11000;17044
11000;16744
11000;16923
11000;17742
11000;17274
11000;17539
12000;18215
12000;18119
12000;19076
12000;18972
12000;20230
12000;18590
12000;18290
12000;19215
12000;19047
12000;18276
13000;20411
13000;20452
13000;20988
13000;19910
13000;20645
13000;20701
13000;19936
13000;19937
13000;19953
13000;20348
14000;21825
14000;22550
14000;27296
14000;22879
14000;21166
14000;21554
14000;21895
14000;22836
14000;22152
14000;21372
15000;24316
15000;24048
15000;24170
15000;24903
15000;24843
15000;24785
15000;23832
15000;23978
15000;24820
15000;25143
16000;25427
16000;24627
16000;24634
16000;25107
16000;25854
16000;25595
16000;25586
16000;26185
16000;26307
16000;25904
17000;27175
17000;27762
17000;26684
17000;26314
17000;26494
17000;26565
17000;27637
17000;28251
17000;27377
17000;28363
18000;30024
18000;29711
18000;29836
18000;29312
18000;29926
18000;30190
18000;29815
18000;29824
18000;29648
18000;29200
19000;31125
19000;40306
19000;32453
19000;31717
19000;30843
19000;30157
19000;31047
19000;32435
19000;31023
19000;31389
20000;32109
20000;31717
20000;32441
20000;31861
20000;33769
20000;32179
20000;33114
20000;33407
20000;33867
20000;33542
21000;35750
21000;35148
21000;34594
21000;33854
21000;35174
21000;34947
21000;35044
21000;35197
21000;35579
21000;34764
22000;36596
22000;36779
22000;36914
22000;37260
22000;35452
22000;36133
22000;35465
